Name,Location,State(s),Counties,Type,Length,Uses
Chattahoochee Valley Railroad (CVRR) Trail - South,Paved rail-trail within the city limits of Valley in east Alabama.,Alabama,"City of Valley, Chambers County","['Greenway', 'Nature', 'Trail', 'Rail', 'Trail', 'Urban', 'Trail']",5.60 Miles / 9.01 Km,"['Bicycling (on pavement)', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Wildlife Observation']"
Cherokee Arboretum,Located on the Cherokee Indian Reservation in Western North Carolina,North Carolina,,[],0.50 Miles / 0.80 Km,['Pedestrian - Walking/Hiking/Running']
Chewacla State Park Trail System,"Natural surface trail system covering 5.8 miles within Chewacla State Park near Auburn, AL, in east-central Alabama.",Alabama,"City of Auburn, Lee County","['Backcountry', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail']",5.80 Miles / 9.33 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Wildlife Observation']"
Chickasaw Nature,"Tennessee National Wildlife Refuge, At Tennessee NWR, N of Big Sandy",Tennessee,Henry,[],1.10 Miles / 1.77 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Chief Illini Trail,Near Eagle Creek SP NE of Shelbyville along W shore of Lake Shelbyville.,Illinois,Shelby,[],11.00 Miles / 17.70 Km,[]
Chief Ladiga Trail (Piedmont Section),Paved rail-trail within the city limits of Piedmont in east-central Alabama.,Alabama,"Calhoun, Cleburne","['Greenway', 'Nature', 'Trail', 'Rail', 'Trail', 'Urban', 'Trail']",3.80 Miles / 6.12 Km,"['Bicycling (on pavement)', 'Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Wildlife Observation']"
Chinqua-Penn Walking Trail,"On Upper Piedmont Research Station beside Chinqua-Penn Plantation, 1944 Wentworth Street,  Reidsville, NC",North Carolina,Rockingham County,"['Nature', 'Trail']",1.70 Miles / 2.74 Km,"['Dogs - On leash', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Chipola River Greenway - Butler Trail,The trail is located on the west side of the Chipola River within the City of Marianna.,Florida,Jackson,"['Fitness', 'Trail', 'Greenway', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail', 'Urban', 'Trail']",3.50 Miles / 5.63 Km,"['Bicycling (off pavement)', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Boating, non-motorized: Rafting', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Swimming - Diving/snorkeling', 'Wildlife Observation']"
Chisholm Trail,"Plano, TX",Texas,Collin,[],5.50 Miles / 8.85 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding', 'Wildlife Observation']"
Cienega Nature,"In Cibola National Forest at Cienaga Picnic Area, east side of Sandia Mountains.",New Mexico,,[],0.20 Miles / 0.32 Km,[]
City of Foley Antique Rose Trail,Just east of and running parallel north-south to State Highway 59 in the center of downtown Foley.,Alabama,Baldwin,"['Greenway', 'Nature', 'Trail', 'Rail', 'Trail', 'Urban', 'Trail']",1.00 Miles / 1.61 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Clear Creek Trail,"Wheat Ridge, Follows Clear Creek south of Interstate 70 in Wheat Ridge. Many access points.",Colorado,Jefferson,"['Greenway', 'Urban', 'Trail']",6.50 Miles / 10.46 Km,"['Bicycling (on pavement)', 'Boating, Canoeing', 'Boating, Sailing', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating']"
Clearwater East-West Trail<break> </break>,Clearwater,Florida,Pinellas County,"['Greenway', 'Urban', 'Trail']",4.40 Miles / 7.08 Km,"['Bicycling (on pavement)', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Swimming']"
Coalinga Mineral Springs,On Bureau of Land Management land near Coalinga Mineral Springs County Park,California,Fresno,"['Backcountry', 'Equestrian', 'Trail']",2.75 Miles / 4.43 Km,"['Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Coeur d'Alene River Trail,In Coeur d'Alene National Forest off Forest Road 208 from Kingston exit on Interstate 90.,Idaho,"Kootenai, Shoshone",['Backcountry'],14.60 Miles / 23.50 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Equestrian - Riding', 'Fishing']"
Colonial Tarboro Historic Trail,"Historic District of Tarboro, NC. Just over one hour east of the State Capitol of Raleigh on U.S. 64; just 20 miles east of I-95 beyond Rocky Mount and along the State<apos>s main artery to the Outer banks and Cape Hatteras National Seashore</apos>",North Carolina,Edgecombe County,"['Urban', 'Trail']",1.97 Miles / 3.17 Km,"['Bicycling (on pavement)', 'Pedestrian - Walking/Hiking/Running']"
"Columbus, Georgia Black Heritage Trail","Columbus, GA; about 10 miles south and west of Atlanta, within the Chattahoohee Valley &amp; adjacent to Phoenix City &amp; Fort Benning",Georgia,,"['Urban', 'trail/bikeway']",9.00 Miles / 14.48 Km,"['Bicycling (on pavement)', 'Pedestrian - Walking/Hiking/Running']"
Como Lake Loop,"60 miles south of Missoula, MT, In Bitteroot National Forest west of U.S. Highway 93, northeast of Darby.",Montana,Ravalli,"['Urban', 'Trail']",7.00 Miles / 11.27 Km,"['Camping', 'Equestrian - Riding', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
Congdon Creek Park Trail,"N of downtown Duluth, follows creek from Superior St. NW to Vermilion Rd.",Minnesota,,[],0.80 Miles / 1.29 Km,[]
Congressman Ralph Regula Towpath Trail,"Follows route of the Ohio &amp; Erie Canal from the southern Summit County line  to Rt. 212 in southern Stark Co., connects Canal Fulton south through Massillon to State Route Towpath Trail OH 212.<br/>",Ohio,Stark,['Greenway'],25.00 Miles / 40.23 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Cordell Hull Lake,On S shore of Cordell Hull Lake N of Gentry and I-40.,Tennessee,,[],22.00 Miles / 35.41 Km,[]
Coronado Peak,At west entrance to the Coronado Nat. Monument at Montezuma Pass Overlook.,Arizona,Cochise,"['Nature', 'Trail']",0.40 Miles / 0.64 Km,"['Caving', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Cottonwood Trail,"7 miles N of Pierre, located adjacent to Downstream Recreation Area.",South Dakota,Stanley,"['Nature', 'Trail']",1.50 Miles / 2.41 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Swimming', 'Wildlife Observation']"
Cowboy Recreation and Nature Trail,"Norfolk to Chadron, Nebraska",Nebraska,"Madison, Antelope, Holt, Rock","['Rail', 'Trail', 'Snow', 'Trail', 'Urban', 'Trail']",195.00 Miles / 313.82 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Dogs - Mushing', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
Crag Crest,"Grand Mesa, at Island Lake trailhead in Grand Mesa National Forest, c.20 miles north of Delta on State Route 65.",Colorado,Delta,['Backcountry'],10.30 Miles / 16.58 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing']"
Crandall Park Ski,In Crandall Park,New York,,"['Urban', 'Trail']",4.10 Miles / 6.60 Km,"['Camping', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing']"
Crane Lake,"Mark Twain National Forest, Iron County Road 131.",Missouri,Iron,['Backcountry'],5.00 Miles / 8.05 Km,"['Bicycling (off pavement)', 'Camping', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Crater Rim Trail,In Hawaii Volcanoes NP circling the Kilauea Caldera.,Hawaii,,"['Backcountry', 'Nature', 'Trail']",11.60 Miles / 18.67 Km,['Pedestrian - Walking/Hiking/Running']
Cress Creek Nature Trail,"Snake River, about 20 miles northeast of Idaho Falls, Idaho",Idaho,"Bonneville, Jefferson","['Nature', 'Trail']",1.10 Miles / 1.77 Km,['Pedestrian - Walking/Hiking/Running']
Cross Island Trail,"Kent Narrows, MD",Maryland,Queen Anne's,"['Backcountry', 'Greenway', 'Rail', 'Trail']",6.00 Miles / 9.66 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Boating, non-motorized: Rafting', 'Boating, non-motorized: Sailing', 'Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding', 'Swimming', 'Swimming - Diving/snorkeling', 'Wildlife Observation']"
Cross Seminole Trail,"In Seminole County, runs from Oviedo to Lake Mary",Florida,Seminole,"['Fitness', 'Trail', 'Greenway', 'Nature', 'Trail', 'Urban', 'Trail']",13.90 Miles / 22.37 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Wildlife Observation']"
Crystal Cave,"In Sequoia NP at end of Crystal Cave Rd, 9 mi. N of Giant Forest Village.",California,Tulare,"['Backcountry', 'Nature', 'Trail']",0.50 Miles / 0.80 Km,[]
Cumberland Valley Rail Trail,"From Shippensburg, PA, to Newville, PA, for approximately 9.5 miles along the old Cumberland Valley Railroad corridor, connects Shippensburg north of State Route 533 to Newville.",Pennsylvania,Cumberland,"['Backcountry', 'Greenway']",9.50 Miles / 15.29 Km,['Pedestrian - Walking/Hiking/Running']
Cussetah Bottoms Boardwalk Trail,"Deep Fork National Wildlife Refuge,  In the Deep Fork NWR, southwest of Okmulgee.  The address for the boardwalk is 21844 S. 250 Road, Okmulgee, OK 74447.",Oklahoma,Okmulgee,"['Nature', 'Trail']",0.85 Miles / 1.37 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Cutthroat Creek Trail,"N of Rainy Pass on SR 20 and FS Rd. 3511, connects to Pacific Crest Trail.",Washington,Skagit,['Backcountry'],5.50 Miles / 8.85 Km,['Pedestrian - Walking/Hiking/Running']
Dale Hollow Dam Area,"On Dale Hollow Lake 3 mi. N of Celina on <br/>
Bike and Walking Trail TN SR 53. (recertified 1992)<br/>",Tennessee,,[],0.60 Miles / 0.97 Km,[]
Danada-Herrick Lake Regional Trail,Unincorporated DuPage County near Wheaton,Illinois,DuPage County,"['Fitness', 'Trail', 'Greenway']",5.80 Miles / 9.33 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Wildlife Observation']"
Danny On Memorial Trail,In Flathead National Forest at Big Mountain Ski Resort N of Whitefish.,Montana,Flathead,['Backcountry'],7.80 Miles / 12.55 Km,['Pedestrian - Walking/Hiking/Running']
Dauphin Island Audubon Bird Sanctuary Trail System,"The Audubon Bird Sanctuary is located on Dauphin Island, Alabama, near Historic Fort Gaines.",Alabama,Mobile,"['Backcountry', 'Nature', 'Trail']",3.00 Miles / 4.83 Km,"['Camping', 'Dogs - On leash', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Dedham Loop Water Trail,"The Dedham Loop Water Trail is along the Charles River and located entirely within the Town of Dedham, Massachusetts.",Massachusetts,Norfolk,"['Nature', 'Trail', 'Water', 'Trail']",7.20 Miles / 11.59 Km,"['Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Boating, non-motorized: Sailing', 'Fishing', 'Ice Skating', 'Wildlife Observation']"
Deer Mountain-John Mountain Trail,"Tongass National Forest, Misty Fiords Ranger District, At beginning in Ketchikan, connects Blue Lake, Upper Silvis Lake, and the shoreline of George Inlet.",Alaska,"Ketchikan, Gateway, Borough",[],11.00 Miles / 17.70 Km,"['Camping', 'Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation', 'Wildlife Observation']"
Delaware &amp; Raritan Canal,,New Jersey,,[],60.00 Miles / 96.56 Km,"['Camping', 'Pedestrian - Walking/Hiking/Running', 'Bicycling (on pavement)', 'Equestrian - Riding', 'Swimming', 'Snow - Cross-country Skiing']"
Delaware River Water Trail - Middle Delaware Segment,Connects Port Jervis to E. Stroudsburg in Delaware Water Gap NRA,Pennsylvania,"Sussex, Warren, (New Jersey); Monroe, Pike, Northampton (Pennsylvania)","['Water', 'Trail']",40.60 Miles / 65.34 Km,"['Boating, Motorized', 'Camping', 'Dogs - On leash']"
Derby Wharf,At Salem Maritime NHS in Salem.,Massachusetts,Essex,[],0.50 Miles / 0.80 Km,[]
Des Moines River Water Trail - South Section,"Water trail on the Des Moines River in central Iowa connecting Harriet Street Access in Des Moines and Yellow Banks County, Follows Des Moines River downstream from H St. to Yellow <br/>
 South Section (Harriet Street to Banks County Park.<br/>
Yellow Banks) IA <br/>",Iowa,Polk,"['Water', 'Trail']",10.25 Miles / 16.50 Km,"['Fishing', 'Swimming', 'Wildlife Observation']"
Desert Ecology,Near Tucson in Rincon Mountain unit of Saguaro National Mon. along the Cactus Forest Scenic Drive.,Arizona,,[],0.30 Miles / 0.48 Km,[]
Devil's Den Self-Guided,"Devil's Den State Park, 15 miles south of Fayetville on U.S. Highway 71.",Arkansas,,[],1.50 Miles / 2.41 Km,[]
Devils Orchard,Craters of the Moon National Monument along the Seven-mile Loop Road.,Idaho,Butte,"['Nature', 'Trail']",0.50 Miles / 0.80 Km,"['Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Discovery Park Loop Trail,"At Seattle's Discovery Park, NW of downtown, overlooking Puget Sound.",Washington,King,"['Fitness', 'Trail', 'Urban', 'Trail']",2.80 Miles / 4.51 Km,"['Bicycling (on pavement)', 'Pedestrian - Walking/Hiking/Running']"
Display Pond Trail,"Bowdoin National Wildlife Refuge on old Hwy 2 east of Malta, MT",Montana,Phillips,"['Nature', 'Trail']",0.40 Miles / 0.64 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Dobbs Park Trail System,"On the east side of Terre Haute, Indiana",Indiana,Vigo,"['Nature', 'Trail']",2.50 Miles / 4.02 Km,['Pedestrian - Walking/Hiking/Running']
Doeskin Ranch Trail System,"Balcones Canyonlands National Wildlife Refuge, On CR 1174 east of Marble Falls, northwest of Austin.",Texas,Burnet,"['Nature', 'Trail']",3.50 Miles / 5.63 Km,"['Pedestrian - Walking/Hiking/Running', 'Wildlife Observation', 'Wildlife Observation']"
Dog Run Hollow,"At Wichita Mountains NWR, 25 mi. W of Lawton.",Oklahoma,,[],7.00 Miles / 11.27 Km,[]
Donner Camp,"In Tahoe National Forest, N of Truckee at Donner Stumps Picnic Area.",California,Nevada,[],0.40 Miles / 0.64 Km,[]
Dorr Mountain,"Rural, At Acadia National Park S of Bar Harbor. Connects The Tarn to the summit of Dorr Mtn.",Maine,,[],3.50 Miles / 5.63 Km,[]
Drinking Horse Mountain Trail,"Trailhead located at the Bozeman Fish Technology Center, 4 miles east of Bozeman, Montana along Bridger Canyon Road 86.",Montana,Gallatin,['Backcountry'],2.20 Miles / 3.54 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Dripstone Trail,"Blanchard Caverns, Ozark Mountains",Arkansas,Stone,[],0.40 Miles / 0.64 Km,['Pedestrian - Walking/Hiking/Running']
Eagle,"In Apache National Forest, NW of Clifton off US 191.",Arizona,,[],28.50 Miles / 45.87 Km,[]
Eagle Lake,"Backcountry, 15 miles north of Twisp.",Washington,Okanogan,['Backcountry'],6.80 Miles / 10.94 Km,"['Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Motorized vehicles - OHV driving', 'Motorized vehicles - Snowmobiling', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing']"
East Bank Trail,"Along the Milwaukee River from Riverside Park to Caesar Park within the City of Milwaukee, In Milwaukee along the Milwaukee River from Riverside Park to Calnar Park.<br/>",Wisconsin,Milwaukee,"['Urban', 'Trail']",0.75 Miles / 1.21 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Boating, Canoeing', 'Boating, Kayaking', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing']"
East Boyd-Glover Roundtop,"Nez Perce National Forest, On Selway R., S of US 12. Joins Boyd Creek and Glover Creek Campgrounds.",Idaho,Idaho,['Backcountry'],23.00 Miles / 37.01 Km,"['Bicycling (off pavement)', 'Camping', 'Camping', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Motorized vehicles - Motorcycling', 'Pedestrian - Walking/Hiking/Running']"
East Lakeshore Trail,"In Loudon County, Tennessee along the eastern shore of Tellico Lake about 30 miles south of Knoxville, TN.",Tennessee,Loudon County,"['Backcountry', 'Nature', 'Trail']",21.00 Miles / 33.80 Km,"['Dogs - Off leash', 'Dogs - On leash', 'Fishing', 'Heritage and History', 'Hunting', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Easthouse,"45 miles SE of Missoula, MT.",Montana,Ravalli,[],23.00 Miles / 37.01 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
Econfina River,Taylor County in the Big Bend region of North Florida,Florida,Taylor,"['Water', 'Trail']",16.00 Miles / 25.75 Km,"['Boating, Motorized', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Fishing', 'Hunting', 'Wildlife Observation']"
Edenton-Chowan Trail System,"Edenton, NC.",North Carolina,Chowan,[],1.90 Miles / 3.06 Km,"['Boating, Kayaking', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
El Morro,43 miles W of Grants along SR 53 at El Morro National Mon.,New Mexico,,['Backcountry'],2.00 Miles / 3.22 Km,[]
Elephant Rocks Braille,"Inside Elephant Rocks State Park - 7406 Hwy 21, Belleview, MO 63623<br/>
N37°39.045 W90°41.415",Missouri,Iron,"['Fitness', 'Trail', 'Nature', 'Trail']",1.20 Miles / 1.93 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Elk Creek Falls,"Elk River, Idaho",Idaho,Clearwater,"['Backcountry', 'Snow', 'Trail']",2.10 Miles / 3.38 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Dogs - Off leash', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Swimming', 'Swimming - Diving/snorkeling', 'Wildlife Observation']"
Elkhorn Crest,"West of Baker City, OR., Crosses Blue Mtns. NW of Baker City.",Oregon,"Baker, Grant","['Backcountry', 'Mountain', 'Bike', 'Trail']",23.00 Miles / 37.01 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - Mushing', 'Dogs - On leash', 'Fishing', 'Motorized vehicles - Motorcycling', 'Motorized vehicles - Snowmobiling', 'Pedestrian - Walking/Hiking/Running']"
